EX_Id,GA_Id,DisplayOrder,Type,Name,Path,EA,Data
15587,5069,4,0,"Cover (Thunder Mountain)","Cover\M\Ms_Pac-Man_(Thunder_Mountain).jpg",0,""
15588,5061,2,0,"Cover","Cover\M\Mr_Tnt.jpg",0,""
15589,5055,2,0,"Cover","Cover\M\Mr_Mephisto.jpg",0,""
15590,5056,2,0,"Cover","Cover\M\Mr_Robot_and_his_Robot_Factory.jpg",0,""
15591,5040,2,0,"Cover","Cover\M\Movie_Monster_Game_The.jpg",0,""
15592,4979,1,0,"Docs","Docs\M\Moon_Patrol.jpg",0,""
15593,4972,2,0,"Cover (Anirog)","Cover\M\Moon_Buggy_(Anirog_v2).jpg",0,""
15594,4972,3,0,"Cover (Turbo Software)","Cover\M\Moon_Buggy_(Turbo_Software).jpg",0,""
15595,4979,0,0,"Cover","Cover\M\Moon_Patrol_(Avalon_Hill).jpg",0,""
15596,4987,1,0,"Cover","Cover\M\Moonmist.jpg",0,""
15597,4986,1,0,"Cover","Cover\M\Moonfall.jpg",0,""
15598,4982,0,0,"Cover","Cover\M\MoonShadow_(v1).jpg",0,""
15599,4982,1,0,"Cover","Cover\M\MoonShadow_(v2).jpg",0,""
15600,15916,0,0,"Cover","Cover\M\MoonShadow_(v1).jpg",0,""
15601,15916,1,0,"Cover","Cover\M\MoonShadow_(v2).jpg",0,""
15602,4997,1,0,"Cover (US Gold)","Cover\M\Moonwalker_(US_Gold).jpg",0,""
15603,4997,2,0,"Cover (ERBE)","Cover\M\Moonwalker_(ERBE).jpg",0,""
15604,4997,3,0,"Cover (Kixx)","Cover\M\Moonwalker_(Kixx).jpg",0,""
15605,13312,0,0,"Cover","Cover\M\Moptown_Hotel.jpg",0,""
15606,13311,0,0,"Cover","Cover\M\Moptown_Parade.jpg",0,""
15607,4967,2,0,"Cover (Kixx)","Cover\M\Monty_on_the_Run_(Kixx).jpg",0,""
15608,4925,0,0,"Cover","Cover\M\Modem_Wars.jpg",0,""
15609,4928,1,0,"Cover","Cover\M\Moebius.jpg",0,""
15610,4944,2,0,"Cover","Cover\M\Monopoly_(v1).jpg",0,""
15611,4951,1,0,"Cover","Cover\M\Monster_Munch.jpg",0,""
15612,4954,1,0,"Cover","Cover\M\Monster_Smash.jpg",0,""
15613,4964,2,0,"Cover (Parker Brothers)","Cover\M\Montezuma's_Revenge_(Parker_Brothers).jpg",0,""
15614,4964,3,0,"Cover (Databyte)","Cover\M\Montezuma's_Revenge_(Databyte).jpg",0,""
15615,4809,0,0,"Cover","Cover\M\Midway_Campaign.jpg",0,""
15616,4815,2,0,"Cover (Disk)","Cover\M\Mig-29_Soviet_Fighter_(Disk).jpg",0,""
15617,4816,1,0,"Cover","Cover\M\Might_and_Magic_I.jpg",0,""
15618,4817,1,0,"Cover","Cover\M\Might_and_Magic_II.jpg",0,""
15619,7196,4,0,"Cover [Milestones]","Cover\_\Milestones.jpg",0,""
15620,3414,1,0,"Cover [Milestones]","Cover\_\Milestones.jpg",0,""
15621,1488,4,0,"Cover [Milestones]","Cover\_\Milestones.jpg",0,""
15622,3245,4,0,"Cover [Milestones]","Cover\_\Milestones.jpg",0,""
15623,4838,1,0,"Cover","Cover\M\Mind_Mirror.jpg",0,""
15624,4848,1,0,"Cover","Cover\M\Mindtrap.jpg",0,""
15625,4849,1,0,"Cover","Cover\M\Mindwheel.jpg",0,""
15626,4870,0,0,"Cover","Cover\M\Mini_Golf_(Capcom).jpg",0,""
15627,4871,2,0,"Cover (Accolade)","Cover\M\Mini-Putt_(Accolade).jpg",0,""
15628,4897,1,0,"Cover","Cover\M\Mission_AD.jpg",0,""
15629,4899,3,0,"Cover (Double Pack)","Cover\M\Mission_Asteroid_(Double_Pack).jpg",0,""
15630,4901,4,0,"Cover (Top Shots)","Cover\M\Mission_Elevator_(Top_Shots).jpg",0,""
15631,4910,0,0,"Cover","Cover\M\Mission_on_Thunderhead.jpg",0,""
15632,4799,0,0,"Cover","Cover\M\MicroLeague_Football.jpg",0,""
15633,4798,1,0,"Cover","Cover\M\MicroLeague_Baseball.jpg",0,""
15634,4740,3,0,"Cover (Novagen)","Cover\M\Mercenary_-_Escape_from_Targ_(Novagen_v2).jpg",0,""
15635,4740,5,0,"Cover (Compendium Edition)","Cover\M\Mercenary_-_Compendium_Edition.jpg",0,""
15636,4742,3,0,"Cover (Compendium Edition)","Cover\M\Mercenary_-_Compendium_Edition.jpg",0,""
15637,4742,1,0,"Cover (Novagen)","Cover\M\Mercenary_-_The_Second_City_(Novagen).jpg",0,""
15638,4742,2,0,"Cover (Datasoft)","Cover\M\Mercenary_-_The_Second_City_(Datasoft).jpg",0,""
15639,4698,3,0,"Cover (Celery)","Cover\M\Mediator_(Celery).jpg",0,""
15640,4781,1,0,"Cover","Cover\M\Mickey's_Space_Adventure.jpg",0,""
15641,4780,1,0,"Cover","Cover\M\Mickey's_Runaway_Zoo.jpg",0,""
15642,4779,1,0,"Cover","Cover\M\Mickey_Mouse.jpg",0,""
15643,4777,1,0,"Cover (Ocean)","Cover\M\Miami_Vice_(Ocean).jpg",0,""
15644,4774,1,0,"Cover","Cover\M\Miami_Chase.jpg",0,""
15645,4760,4,0,"Cover","Cover\M\Metaplex.jpg",0,""
15646,11024,1,0,"Cover","Cover\M\Metal_Warrior_3.jpg",0,""
15647,15503,1,0,"Cover","Cover\M\Metal_Warrior_4.jpg",0,""
15648,4753,1,0,"Cover","Cover\M\Metal_Gear.jpg",0,""
15649,15510,0,0,"Cover (Triple Pack)","Cover\M\Memory_-_Wurm_-_Wuermer.jpg",0,""
15650,15506,0,0,"Cover (Triple Pack)","Cover\M\Memory_-_Wurm_-_Wuermer.jpg",0,""
15651,15509,0,0,"Cover (Triple Pack)","Cover\M\Memory_-_Wurm_-_Wuermer.jpg",0,""
15652,4707,0,0,"Cover","Cover\M\Mega_Phoenix.jpg",0,""
15653,4660,2,0,"Cover [Racing Simulation Games]","Cover\_\Racing_Simulation_Games.jpg",0,""
15654,345,4,0,"Cover [Racing Simulation Games]","Cover\_\Racing_Simulation_Games.jpg",0,""
15655,4611,0,0,"Cover","Cover\M\Mask_of_the_Sun_The_(German).jpg",0,""
15656,4615,1,0,"Cover","Cover\M\Master_Blaster_(Zeppelin).jpg",0,""
15657,4614,0,0,"Cover (Kingsoft)","Cover\M\Masterblaster_(Kingsoft).jpg",0,""
15658,4631,0,0,"Cover","Cover\M\Masters_of_the_Universe_-_Super_Adventure.jpg",0,""
15659,12829,2,0,"Cover","Cover\M\MasterType_(v2).jpg",0,""
15660,4635,5,0,"Cover (Hit Squad)","Cover\M\Match_Day_II_(Hit_Squad).jpg",0,""
15661,4638,2,0,"Cover (Psion)","Cover\M\Match_Point_(Psion).jpg",0,""
15662,4641,1,0,"Cover","Cover\M\Matchboxes.jpg",0,""
15663,12313,0,0,"Cover","Cover\M\Match-Wits.jpg",0,""
15664,4664,1,0,"Cover","Cover\M\Maxwell_Manor.jpg",0,""
15665,4667,1,0,"Cover (Tynesoft)","Cover\M\Mayday_Squad.jpg",0,""
15666,4667,2,0,"Cover (MicroValue)","Cover\M\Mayday_Squad_Heroes_(MicroValue).jpg",0,""
15667,4621,1,0,"Cover","Cover\M\Master_Ninja.jpg",0,""
15668,4673,1,0,"Cover","Cover\M\Mayhem_in_Monsterland.jpg",0,""
15669,4677,4,0,"Cover","Cover\M\Maze_Mania.jpg",0,""
15670,4589,2,0,"Cover (Electronic Arts)","Cover\M\Marble_Madness_(Electronic_Arts).jpg",0,""
15671,4623,2,0,"Cover","Cover\M\Master_of_the_Lamps.jpg",0,""
15672,4602,0,0,"Cover","Cover\M\Mars.jpg",0,""
15673,4577,1,0,"Cover","Cover\M\Maniac_Mansion_(German).jpg",0,""
15674,4588,1,0,"Cover","Cover\M\Marauder.jpg",0,""
15675,4569,2,0,"Cover (GBH)","Cover\M\Manchester_United_(GBH).jpg",0,""
15676,4559,0,0,"Cover","Cover\M\Main_Frame.jpg",0,""
15677,9112,0,0,"Cover","Cover\M\Magnetron_(Br0derbund).jpg",0,""
15678,4553,2,0,"Cover","Cover\M\Magnetron_(Firebird).jpg",0,""
15679,4542,1,0,"Cover","Cover\M\Magic_Serpent.jpg",0,""
15681,4534,3,0,"Cover (Artworx)","Cover\M\Magic_Madness_(Artworx).jpg",0,""
15682,4531,1,0,"Cover (Melbourne House)","Cover\M\Magic_Johnson's_Basketball_(Melbourne_House).jpg",0,""
15683,4531,2,0,"Cover (Mastertronic)","Cover\M\Magic_Carpet_(Mastertronic).jpg",0,""
15684,4515,3,0,"Cover","Cover\M\Madness.jpg",0,""
15685,4485,1,0,"Cover","Cover\L\Lurking_Horror_The.jpg",0,""
15686,4481,4,0,"Cover (Eurogold)","Cover\L\Lunar_Outpost_(Eurogold).jpg",0,""
15687,4399,3,0,"Cover (bitstar)","Cover\L\Little_Computer_People_(bitstar).jpg",0,""
15688,4388,2,0,"Cover (Tape)","Cover\L\Line_of_Fire_(Tape).jpg",0,""
15689,4454,4,0,"Cover (Mindscape)","Cover\L\Lords_of_Midnight_The_(Mindscape).jpg",0,""
15690,4456,1,0,"Cover","Cover\L\Lords_of_Time.jpg",0,""
15691,18775,0,0,"Cover","Cover\L\Lords_of_Doom.jpg",0,""
15692,4453,1,0,"Cover","Cover\L\Lords_of_Doom.jpg",0,""
15693,4450,0,0,"Cover","Cover\L\Lords.jpg",0,""
15694,4451,2,0,"Cover","Cover\L\Lords_of_Chaos.jpg",0,""
15695,4452,1,0,"Cover","Cover\L\Lords_of_Conquest_(v1).jpg",0,""
15696,3954,3,0,"Cover (Azimuth)","Cover\A\Azimuth_Head_Alignment_Kit.jpg",0,""
15697,8591,2,0,"Cover","Cover\W\Wicked.jpg",0,""
15698,8086,4,0,"Cover (Tape)","Cover\T\Train_The_(Tape).jpg",0,""
15699,7601,4,0,"Cover (Mastertronic)","Cover\P\Pipeline_II.jpg",0,""
15700,7491,4,0,"Cover","Cover\S\Strike_Force_Harrier.jpg",0,""
15701,7130,1,0,"Cover","Cover\S\Spaceball.jpg",0,""
15702,9844,0,0,"Cover","Cover\S\Sons_of_Liberty.jpg",0,""
15703,7019,3,0,"Cover (MicroProse)","Cover\S\Solo_Flight_(MicroProse).jpg",0,""
15704,6809,4,0,"Cover (Encore)","Cover\S\Sigma_7_(Encore).jpg",0,""
15705,9639,0,0,"Cover","Cover\S\Ship_of_the_Line.jpg",0,""
15706,6740,2,0,"Cover (Beyond)","Cover\S\Shadowfire_(Beyond).jpg",0,""
15707,6364,0,0,"Cover","Cover\R\Ringwars.jpg",0,""
15708,5859,3,0,"Cover (Power House)","Cover\P\Powerama_(Power_House).jpg",0,""
15709,5703,2,0,"Cover (French)","Cover\P\Pinball_Spectacular_(French).jpg",0,""
15710,10740,0,0,"Cover","Cover\O\Othello.jpg",0,""
15711,5147,1,0,"Cover","Cover\N\NATO_Commander_(v1).jpg",0,""
15712,5147,2,0,"Cover","Cover\N\NATO_Commander_(v2).jpg",0,""
15713,5096,1,0,"Cover (Electronic Arts)","Cover\M\Murder_on_the_Zinderneuf_(Electronic_Arts).jpg",0,""
15714,3960,2,0,"Cover (Virgin)","Cover\J\John_Elway's_Quarterback_(Virgin).jpg",0,""
15715,2496,3,0,"Cover","Cover\E\Empire!.jpg",0,""
15716,2441,2,0,"Cover (US Gold)","Cover\E\Echelon_(US_Gold).jpg",0,""
15717,669,2,0,"Cover","Cover\B\Battle_for_Midway.jpg",0,""
15718,679,3,0,"Cover","Cover\B\Battle_Through_Time.jpg",0,""
15719,652,3,0,"Cover (Ocean - Tape)","Cover\B\Batman_-_The_Caped_Crusader_(Ocean_Tape).jpg",0,""
15720,197,5,0,"Cover [Thrill Time Gold 2]","Cover\_\Thrill_Time_Gold_2.jpg",0,""
15721,6621,7,0,"Cover [Thrill Time Gold 2]","Cover\_\Thrill_Time_Gold_2.jpg",0,""
15722,14005,2,0,"Cover [Thrill Time Gold 2]","Cover\_\Thrill_Time_Gold_2.jpg",0,""
15723,6532,5,0,"Cover [Thrill Time Gold 2]","Cover\_\Thrill_Time_Gold_2.jpg",0,""
15724,2901,7,0,"Cover [Thrill Time Gold 2]","Cover\_\Thrill_Time_Gold_2.jpg",0,""
15725,3081,7,0,"Cover [Solid Gold]","Cover\_\Solid_Gold.jpg",0,""
15726,100,7,0,"Cover [Solid Gold]","Cover\_\Solid_Gold.jpg",0,""
15727,4316,12,0,"Cover [Solid Gold]","Cover\_\Solid_Gold.jpg",0,""
15728,8620,14,0,"Cover [Solid Gold]","Cover\_\Solid_Gold.jpg",0,""
15729,3760,6,0,"Cover [Solid Gold]","Cover\_\Solid_Gold.jpg",0,""
15730,4438,0,0,"Cover","Cover\L\Lone_Wolf.jpg",0,""
15731,4433,1,0,"Cover","Cover\L\Logo.jpg",0,""
15732,4431,1,0,"Cover","Cover\L\Log!cal.jpg",0,""
15733,4420,2,0,"Cover (Tape)","Cover\L\Lode_Runner_(Ariolasoft_Tape).jpg",0,""
15734,3272,7,0,"Cover [Live Ammo]","Cover\_\Live_Ammo.jpg",0,""
15735,8026,7,0,"Cover [Live Ammo]","Cover\_\Live_Ammo.jpg",0,""
15736,3281,7,0,"Cover [Live Ammo]","Cover\_\Live_Ammo.jpg",0,""
15737,6198,8,0,"Cover [Live Ammo]","Cover\_\Live_Ammo.jpg",0,""
15738,417,7,0,"Cover [Live Ammo]","Cover\_\Live_Ammo.jpg",0,""
15739,14385,0,0,"Cover","Cover\L\Locomotion_(Kingsoft).jpg",0,""
15740,4418,0,0,"Cover","Cover\L\Locomotion_(Kingsoft).jpg",0,""
15741,14314,1,0,"Cover","Cover\L\Locomotion_(Commodore).jpg",0,""
15742,4386,0,0,"Cover","Cover\L\Limes_and_Napoleon.jpg",0,""
15743,4380,0,0,"Cover","Cover\L\Light-waves.jpg",0,""
15744,4377,4,0,"Cover (German)","Cover\L\Lifeforce_(German).jpg",0,""
15745,4377,5,0,"Cover (English)","Cover\L\Lifeforce_(English).jpg",0,""
15746,4357,2,0,"Cover","Cover\L\Lethal_Weapon.jpg",0,""
15747,4357,3,0,"Cover","Cover\L\Lethal_Weapon_-_L'arme_Fatale.jpg",0,""
15748,4340,0,0,"Cover","Cover\L\Legionnaire.jpg",0,""
15749,4354,1,0,"Cover","Cover\L\Lethal.jpg",0,""
15750,4331,1,0,"Cover","Cover\L\Legend_of_Blacksilver_The.jpg",0,""
15751,4329,1,0,"Cover","Cover\L\Legacy_of_the_Ancients_(v1).jpg",0,""
15752,4329,2,0,"Cover","Cover\L\Legacy_of_the_Ancients_(v2).jpg",0,""
15753,8703,4,0,"Cover (Famous Courses 1)","Cover\W\World_Class_Leaderboard_-_Famous_Courses_1_(Access).jpg",0,""
15754,4316,5,0,"Cover (US Gold - English)","Cover\L\Leaderboard_Golf_(US_Gold_English).jpg",0,""
15755,4316,8,0,"Cover (Tournament)","Cover\L\Leaderboard_Golf_-_Tournament.jpg",0,""
15756,4315,1,0,"Cover","Cover\L\Leader_Board_-_Executive_Edition.jpg",0,""
15757,4315,2,0,"Cover [Par 4]","Cover\_\Leader_Board_-_Par_4.jpg",0,""
15758,4316,14,0,"Cover [Par 4]","Cover\_\Leader_Board_-_Par_4.jpg",0,""
15759,8703,8,0,"Cover [Par 4]","Cover\_\Leader_Board_-_Par_4.jpg",0,""
15760,4302,3,0,"Cover","Cover\L\Law_of_the_West_(v2).jpg",0,""
15761,4225,3,0,"Cover [2onONE]","Cover\_\2onONE_(LA_Swat_-_Panther).jpg",0,""
15762,5541,3,0,"Cover [2onONE]","Cover\_\2onONE_(LA_Swat_-_Panther).jpg",0,""
15763,4286,3,0,"Cover (System 3)","Cover\L\Last_Ninja_III_The_(System_3).jpg",0,""
15764,4286,4,0,"Cover (Kixx - Disk)","Cover\L\Last_Ninja_III_The_(Kixx_Disk).jpg",0,""
15765,4284,6,0,"Cover (Activision)","Cover\L\Last_Ninja_The_(Activision).jpg",0,""
15766,4284,7,0,"Cover (Summit)","Cover\L\Last_Ninja_The_(Summit).jpg",0,""
15767,14096,0,0,"Cover","Cover\L\Labyrinth_(Magic_Soft).jpg",0,""
15768,4200,2,0,"Cover (Anirog - Disk)","Cover\K\Kong_(Anirog_Disk).jpg",0,""
15769,4200,3,0,"Cover (Anirog - Tape)","Cover\K\Kong_(Anirog_Tape).jpg",0,""
15770,2537,0,0,"Cover","Cover\E\Erben_des_Throns_Die_-_Krieg_um_die_Krone_II.jpg",0,""
15771,4160,5,0,"Cover (Ricochet)","Cover\K\Knightmare_(Ricochet).jpg",0,""
15772,9831,0,0,"Cover","Cover\K\Krieg_um_die_Krone.jpg",0,""
15773,4178,1,0,"Cover","Cover\K\Kolonialmacht.jpg",0,""
15774,4161,1,0,"Cover","Cover\K\Knights_of_Legend.jpg",0,""
15775,4155,1,0,"Cover","Cover\K\Knight_Orc.jpg",0,""
15776,13931,1,0,"Cover","Cover\K\Knight_Orc.jpg",0,""
15777,4152,4,0,"Cover (Mastertronic - Tape)","Cover\K\Knight_Games_(Mastertronic_Tape).jpg",0,""
15778,4100,2,0,"Cover (Tape)","Cover\K\Kikstart_II_(Tape).jpg",0,""
15779,4148,0,0,"Cover","Cover\K\Knax.jpg",0,""
15780,4141,3,0,"Cover","Cover\K\Klax.jpg",0,""
15781,4134,1,0,"Cover","Cover\K\Kings_of_the_Beach.jpg",0,""
15782,4130,1,0,"Cover","Cover\K\King's_Bounty.jpg",0,""
15783,4089,1,0,"Cover (Bubble Bus)","Cover\K\Kick-Off.jpg",0,""
15784,4093,2,0,"Cover","Cover\K\Kickman_(v2).jpg",0,""
15785,4093,5,0,"Cover (French)","Cover\K\Kickman_(French).jpg",0,""
15786,4088,4,0,"Cover (Anco)","Cover\K\Kick_Off_(Anco_v2).jpg",0,""
15787,4088,5,0,"Cover (Top Shots)","Cover\K\Kick_Off_(Top_Shots).jpg",0,""
15788,4090,2,0,"Cover (Double Pack)","Cover\K\Kick_Off_II_-_World_Cup_90.jpg",0,""
15789,4073,2,0,"Cover","Cover\K\Kenny_Daglish_Soccer_Manager_(v2).jpg",0,""
15790,4051,6,0,"Cover (Data East - Tape)","Cover\K\Karnov_(Data_East_Tape).jpg",0,""
15791,4084,0,0,"Cover","Cover\K\Keys_to_Maramon_The.jpg",0,""
15792,4068,0,0,"Cover","Cover\K\Kellogg's_Tour.jpg",0,""
15793,4058,0,0,"Cover","Cover\K\Katakis.jpg",0,""
15794,4049,2,0,"Cover (Br0derbund)","Cover\K\Karateka_(Br0derbund).jpg",0,""
15795,4046,2,0,"Cover (Data East)","Cover\K\Karate_Champ_(Data_East).jpg",0,""
15796,4046,4,0,"Cover (Double Pack)","Cover\K\Karate_Champ_-_Kung-Fu_Master.jpg",0,""
15797,4214,5,0,"Cover (Double Pack)","Cover\K\Karate_Champ_-_Kung-Fu_Master.jpg",0,""
15798,4038,4,0,"Cover [Gameware]","Cover\_\Gameware_2_(Kane_-_The_Human_Race).jpg",0,""
15799,3629,4,0,"Cover [Gameware]","Cover\_\Gameware_2_(Kane_-_The_Human_Race).jpg",0,""
15800,4036,1,0,"Cover","Cover\K\Kampfgruppe.jpg",0,""
15801,4036,2,0,"Cover (Scenario Disk I)","Cover\K\Kampfgruppe_-_Scenario_Disk_I.jpg",0,""
15802,8526,5,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15803,1135,7,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15804,4214,8,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15805,509,3,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15806,6557,5,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15807,1113,10,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15808,8528,3,0,"Cover [Karate Ace]","Cover\_\Karate_Ace.jpg",0,""
15809,6802,1,0,"Cover","Cover\H\Hyper_Dyne_Sidearms.jpg",0,""
15810,3651,2,0,"Cover","Cover\H\Hustler.jpg",0,""
15811,3644,2,0,"Cover (Datasoft)","Cover\H\Hunt_for_Red_October_The_(Datasoft).jpg",0,""
15812,3649,5,0,"Cover (Kixx)","Cover\H\Hunter's_Moon_(Kixx).jpg",0,""
15813,3627,3,0,"Cover (ERBE)","Cover\H\Hudson_Hawk_(ERBE).jpg",0,""
15814,3574,0,0,"Cover","Cover\H\Honeymooners_The.jpg",0,""
15815,3553,1,0,"Cover","Cover\H\Hitchhiker's_Guide_to_the_Galaxy_The.jpg",0,""
15816,3571,1,0,"Cover","Cover\H\Hollywood_Poker_Pro.jpg",0,""
15817,9890,0,0,"Cover","Cover\H\Hollywood_Squares.jpg",0,""
15818,3568,1,0,"Cover","Cover\H\Hollywood_Hijinx.jpg",0,""
15819,3545,2,0,"Cover","Cover\H\Hillsfar_(v2).jpg",0,""
15820,3544,3,0,"Cover (Gremlin Graphics - Tape)","Cover\H\Highway_Encounter_(Gremlin_Tape).jpg",0,""
15821,3544,4,0,"Cover (Vortex)","Cover\H\Highway_Encounter_(Vortex).jpg",0,""
15822,3543,4,0,"Cover (Celery)","Cover\H\Highnoon_(Celery).jpg",0,""
15823,3517,1,0,"Cover","Cover\H\HES_Games.jpg",0,""
15824,3515,2,0,"Cover (SSI)","Cover\H\Heroes_of_the_Lance_(SSI).jpg",0,""
15825,3508,4,0,"Cover (Activision)","Cover\H\HERO_(Activision_v2).jpg",0,""
15826,3508,6,0,"Cover (Ariolasoft)","Cover\H\HERO_(Ariolasoft).jpg",0,""
15827,4372,7,0,"Cover [Heroes]","Cover\_\Heroes.jpg",0,""
15828,618,8,0,"Cover [Heroes]","Cover\_\Heroes.jpg",0,""
15829,6521,3,0,"Cover [Heroes]","Cover\_\Heroes.jpg",0,""
15830,7350,6,0,"Cover [Heroes]","Cover\_\Heroes.jpg",0,""
15831,3467,3,0,"Cover","Cover\H\Heavy_Metal_(v2).jpg",0,""
15832,255,8,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15833,5182,4,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15834,6207,4,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15835,5161,4,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15836,2763,7,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15837,8929,4,0,"Cover [Heatwave]","Cover\_\Heatwave.jpg",0,""
15838,3454,4,0,"Cover (Ocean - Tape)","Cover\H\Head_Over_Heels_(Ocean_Tape).jpg",0,""
15839,3437,0,0,"Cover","Cover\H\Havoc_(Players).jpg",0,""
15840,3376,2,0,"Cover (NEXUS)","Cover\H\Hades_Nebula_(Nexus).jpg",0,""
15841,3374,5,0,"Cover (Activision)","Cover\H\Hacker_II_(Activision).jpg",0,""
15842,3380,0,0,"Cover","Cover\H\Halcyon.jpg",0,""
15843,3350,5,0,"Cover","Cover\G\Gunship_(v4).jpg",0,""
15844,3350,6,0,"Cover","Cover\G\Gunship_(v5).jpg",0,""
15845,3352,0,0,"Cover","Cover\G\Gunslinger_(Datasoft).jpg",0,""
15846,695,4,0,"Cover (Showtime)","Cover\B\BC_II_-_Grog's_Revenge_(Showtime).jpg",0,""
15847,3310,1,0,"Cover (Virgin)","Cover\G\Growing_Pains_of_Adrian_Mole_The_(Virgin).jpg",0,""
15848,3291,3,0,"Cover","Cover\G\Gribbly's_Day_Out_(v2).jpg",0,""
15849,15223,0,0,"Cover","Cover\G\Gremlins_-_Das_Abenteuer.jpg",0,""
15850,3283,3,0,"Cover (Virgin)","Cover\G\Greg_Norman's_Shark_Attack!.jpg",0,""
15851,3281,5,0,"Cover (ERBE)","Cover\G\Green_Beret_(ERBE).jpg",0,""
15852,3275,2,0,"Cover (Time Warp)","Cover\G\Great_Giana_Sisters_The_(Time_Warp).jpg",0,""
15853,3269,3,0,"Cover (Silverbird)","Cover\A\American_Road_Race.jpg",0,""
15854,3269,2,0,"Cover (Activision)","Cover\G\Great_American_Cross-Country_Road_Race_The.jpg",0,""
15855,1197,1,0,"Cover","Cover\G\Great_Burger_Riot_The.jpg",0,""
15856,3255,6,0,"Cover","Cover\G\Grand_Master.jpg",0,""
15857,3255,5,0,"Cover (Advantage)","Cover\G\Grand_Master_Chess_(Advantage).jpg",0,""
15858,3228,2,0,"Cover (French)","Cover\G\Gorf_(French).jpg",0,""
15859,9233,0,0,"Cover","Cover\G\Golf-Krise.jpg",0,""
15860,373,0,0,"Cover","Cover\G\Golf_(AP).jpg",0,""
15861,3008,2,0,"Cover (US Gold)","Cover\G\G-Loc_R360_(US_Gold).jpg",0,""
15862,3176,0,0,"Cover","Cover\G\Glug_Glug.jpg",0,""
15863,3168,1,0,"Cover","Cover\G\Glider_Pilot.jpg",0,""
15864,3163,0,0,"Cover","Cover\G\Gladiator.jpg",0,""
15865,3136,3,0,"Cover (Elite)","Cover\G\Ghosts'n_Goblins_(Elite_v2).jpg",0,""
15866,3134,3,0,"Cover (Activision)","Cover\G\Ghostbusters_II_(Activision_v2).jpg",0,""
15867,3145,1,0,"Cover","Cover\G\GI_Joe.jpg",0,""
15868,3133,5,0,"Cover (Cartridge)","Cover\G\Ghostbusters_(Cartridge).jpg",0,""
15869,3128,1,0,"Cover (Double Ender)","Cover\G\Ghost_Manor_-_Spike's_Peak.jpg",0,""
15870,7212,1,0,"Cover (Double Ender)","Cover\G\Ghost_Manor_-_Spike's_Peak.jpg",0,""
15871,12008,1,0,"Cover","Cover\G\Get_Ready_for_Number_with_BJ_Bear.jpg",0,""
15872,19793,0,0,"Cover","Cover\G\Get_Ready_to_Read_with_BJ_Bear.jpg",0,""
15873,3085,2,0,"Cover","Cover\G\Gazza_II.jpg",0,""
15874,3081,5,0,"Cover (ERBE)","Cover\G\Gauntlet_(ERBE).jpg",0,""
15875,17547,2,0,"Cover","Cover\G\Gauntlet_(Mindscape_v2).jpg",0,""
15876,3025,3,0,"Cover","Cover\G\Galaxions.jpg",0,""
15877,3023,2,0,"Cover (Thunder Mountain)","Cover\G\Galaxian_(Thunder_Mountain).jpg",0,""
15878,3024,2,0,"Cover","Cover\G\Galax-i-Birds.jpg",0,""
15879,14920,0,0,"Cover","Cover\F\Fun_School_III_(5_to_7).jpg",0,""
15880,15381,0,0,"Cover","Cover\F\Fun_School_IV_(5_to_7).jpg",0,""
15881,11755,0,0,"Cover","Cover\F\Fun_School_IV_(7_to_11).jpg",0,""
15882,2968,2,0,"Cover (Codemasters)","Cover\F\Fruit_Machine_Simulator.jpg",0,""
15883,2968,3,0,"Cover (Prism Leisure)","Cover\F\Fruit_Machine.jpg",0,""
15884,2977,2,0,"Cover","Cover\F\Fugger_Die.jpg",0,""
15885,2943,1,0,"Cover","Cover\F\Friday_the_13th.jpg",0,""
15886,2881,0,0,"Cover","Cover\F\Fortress_Underground.jpg",0,""
15887,2859,2,0,"Cover (Gremlin Graphics)","Cover\F\Footballer_of_the_Year_(Gremlin_v1).jpg",0,""
15888,2859,3,0,"Cover (Gremlin Graphics)","Cover\F\Footballer_of_the_Year_(Gremlin_v2).jpg",0,""
15889,2860,2,0,"Cover (Gremlin Graphics)","Cover\F\Footballer_of_the_Year_2_(Gremlin).jpg",0,""
15890,2860,3,0,"Cover (EDOS)","Cover\F\Footballer_of_the_Year_2_(EDOS).jpg",0,""
15891,2856,0,0,"Cover","Cover\F\Football_Manager_III.jpg",0,""
15892,11211,0,0,"Cover","Cover\F\Football_Manager_III.jpg",0,""
15893,9559,3,0,"Cover (EDOS)","Cover\F\Football_Manager_II_(EDOS).jpg",0,""
15894,2854,0,0,"Cover","Cover\F\Football_Manager_II_(Addictive).jpg",0,""
15895,16287,1,0,"Cover","Cover\F\Football_Manager_II_(Addictive).jpg",0,""
